medicine_name,composition,medicine_type,price,quantity_available,pharmacy,prescription_required
Diclofenac 500mg Injection,Diclofenac 500mg,Injection,128.38,79,Apollo Pharmacy,True
Aceclofenac 10mg Ointment,Aceclofenac 10mg,Ointment,458.9,130,MedPlus,True
Levocetirizine 650mg Tablet,Levocetirizine 650mg,Tablet,43.67,141,Apollo Pharmacy,False
Telmisartan 10mg Capsule,Telmisartan 10mg,Capsule,183.75,188,Netmeds,True
Paracetamol 500mg Injection,Paracetamol 500mg,Injection,108.14,131,MedPlus,False
Levocetirizine 10mg Drops,Levocetirizine 10mg,Drops,513.29,132,Wellness Forever,False
Aceclofenac 20mg Tablet,Aceclofenac 20mg,Tablet,63.18,197,MedPlus,True
Ibuprofen 40mg Cream,Ibuprofen 40mg,Cream,57.54,125,MedPlus,False
Amlodipine 40mg Cream,Amlodipine 40mg,Cream,540.42,36,Sharma Medical,True
Atorvastatin 100mg Drops,Atorvastatin 100mg,Drops,169.69,13,MedPlus,True
Aceclofenac 200mg Capsule,Aceclofenac 200mg,Capsule,436.91,58,Netmeds,True
Methylcobalamin 20mg Cream,Methylcobalamin 20mg,Cream,113.19,191,Apollo Pharmacy,False
Losartan 10mg Capsule,Losartan 10mg,Capsule,319.02,81,MedPlus,True
Vitamin D3 5mg Tablet,Vitamin D3 5mg,Tablet,632.95,65,Sharma Medical,False
Diclofenac 250mg Gel,Diclofenac 250mg,Gel,118.78,75,Guardian Pharmacy,True
Amoxicillin 5mg Drops,Amoxicillin 5mg,Drops,17.7,15,Guardian Pharmacy,True
Tramadol 20mg Syrup,Tramadol 20mg,Syrup,503.77,68,MedPlus,True
Tramadol 20mg Capsule,Tramadol 20mg,Capsule,605.88,199,Sharma Medical,True
Ibuprofen 20mg Tablet,Ibuprofen 20mg,Tablet,423.24,184,Guardian Pharmacy,False
Amoxicillin 100mg Syrup,Amoxicillin 100mg,Syrup,160.45,147,Sharma Medical,True
Vitamin D3 5mg Ointment,Vitamin D3 5mg,Ointment,25.62,101,Wellness Forever,False
Metformin 250mg Cream,Metformin 250mg,Cream,321.62,117,Guardian Pharmacy,True
Cetirizine 5mg Ointment,Cetirizine 5mg,Ointment,373.56,144,Wellness Forever,False
Levocetirizine 10mg Ointment,Levocetirizine 10mg,Ointment,565.57,158,Guardian Pharmacy,False
Telmisartan 200mg Capsule,Telmisartan 200mg,Capsule,110.91,80,Wellness Forever,True
Losartan 100mg Gel,Losartan 100mg,Gel,12.46,168,Guardian Pharmacy,True
Methylcobalamin 250mg Syrup,Methylcobalamin 250mg,Syrup,407.39,98,Guardian Pharmacy,False
Atorvastatin 500mg Gel,Atorvastatin 500mg,Gel,431.99,142,Netmeds,True
Amlodipine 200mg Ointment,Amlodipine 200mg,Ointment,110.34,77,Wellness Forever,True
Diclofenac 500mg Gel,Diclofenac 500mg,Gel,73.41,173,Apollo Pharmacy,True
Ibuprofen 650mg Syrup,Ibuprofen 650mg,Syrup,569.29,56,Apollo Pharmacy,False
Tramadol 500mg Injection,Tramadol 500mg,Injection,32.3,169,Netmeds,True
Tramadol 250mg Cream,Tramadol 250mg,Cream,245.73,160,Sharma Medical,True
Azithromycin 5mg Tablet,Azithromycin 5mg,Tablet,430.37,242,Apollo Pharmacy,True
Aceclofenac 20mg Tablet,Aceclofenac 20mg,Tablet,368.02,245,Netmeds,True
Vitamin D3 10mg Tablet,Vitamin D3 10mg,Tablet,349.52,192,Apollo Pharmacy,False
Cetirizine 5mg Capsule,Cetirizine 5mg,Capsule,624.85,29,Apollo Pharmacy,False
Atorvastatin 5mg Drops,Atorvastatin 5mg,Drops,135.21,173,MedPlus,True
Cefixime 200mg Syrup,Cefixime 200mg,Syrup,489.99,111,Sharma Medical,True
Amoxicillin 100mg Gel,Amoxicillin 100mg,Gel,460.23,114,Apollo Pharmacy,True
Telmisartan 200mg Syrup,Telmisartan 200mg,Syrup,268.19,91,Sharma Medical,True
Telmisartan 20mg Ointment,Telmisartan 20mg,Ointment,587.79,145,Wellness Forever,True
Vitamin D3 40mg Drops,Vitamin D3 40mg,Drops,539.09,87,Guardian Pharmacy,False
Atorvastatin 40mg Injection,Atorvastatin 40mg,Injection,500.52,242,Sharma Medical,True
Pantoprazole 100mg Gel,Pantoprazole 100mg,Gel,297.5,106,Apollo Pharmacy,False
Ibuprofen 250mg Cream,Ibuprofen 250mg,Cream,342.23,232,Wellness Forever,False
Paracetamol 5mg Cream,Paracetamol 5mg,Cream,149.06,85,Apollo Pharmacy,False
Pantoprazole 500mg Syrup,Pantoprazole 500mg,Syrup,36.08,96,MedPlus,False
Metformin 20mg Cream,Metformin 20mg,Cream,579.58,68,MedPlus,True
Pantoprazole 500mg Cream,Pantoprazole 500mg,Cream,375.97,150,MedPlus,False
Azithromycin 100mg Gel,Azithromycin 100mg,Gel,122.31,216,Sharma Medical,True
Cefixime 10mg Capsule,Cefixime 10mg,Capsule,35.84,211,Guardian Pharmacy,True
Methylcobalamin 250mg Capsule,Methylcobalamin 250mg,Capsule,600.15,90,Wellness Forever,False
Diclofenac 500mg Drops,Diclofenac 500mg,Drops,566.92,63,Sharma Medical,True
Ofloxacin 40mg Tablet,Ofloxacin 40mg,Tablet,46.53,139,Apollo Pharmacy,True
Levocetirizine 20mg Syrup,Levocetirizine 20mg,Syrup,332.53,61,MedPlus,False
Ibuprofen 100mg Drops,Ibuprofen 100mg,Drops,492.31,152,Guardian Pharmacy,False
Azithromycin 40mg Injection,Azithromycin 40mg,Injection,196.88,105,MedPlus,True
Metformin 500mg Gel,Metformin 500mg,Gel,315.6,195,Apollo Pharmacy,True
Losartan 10mg Drops,Losartan 10mg,Drops,66.28,133,Netmeds,True
Metformin 100mg Syrup,Metformin 100mg,Syrup,368.83,129,Netmeds,True
Cefixime 200mg Injection,Cefixime 200mg,Injection,405.01,193,Guardian Pharmacy,True
Atorvastatin 500mg Injection,Atorvastatin 500mg,Injection,181.87,115,Wellness Forever,True
Cefixime 500mg Capsule,Cefixime 500mg,Capsule,440.57,113,Wellness Forever,True
Vitamin D3 20mg Injection,Vitamin D3 20mg,Injection,231.81,172,Apollo Pharmacy,False
Cetirizine 20mg Syrup,Cetirizine 20mg,Syrup,405.15,210,Netmeds,False
Ofloxacin 100mg Syrup,Ofloxacin 100mg,Syrup,40.63,214,MedPlus,True
Amlodipine 650mg Gel,Amlodipine 650mg,Gel,495.43,223,Apollo Pharmacy,True
Amoxicillin 5mg Tablet,Amoxicillin 5mg,Tablet,617.42,242,MedPlus,True
Cetirizine 20mg Tablet,Cetirizine 20mg,Tablet,454.64,33,Wellness Forever,False
Aceclofenac 250mg Ointment,Aceclofenac 250mg,Ointment,223.74,194,Guardian Pharmacy,True
Amlodipine 200mg Injection,Amlodipine 200mg,Injection,345.84,71,Guardian Pharmacy,True
Tramadol 250mg Syrup,Tramadol 250mg,Syrup,252.28,236,Sharma Medical,True
Rabeprazole 10mg Tablet,Rabeprazole 10mg,Tablet,120.66,77,MedPlus,False
Ofloxacin 250mg Cream,Ofloxacin 250mg,Cream,308.65,246,Apollo Pharmacy,True
Azithromycin 10mg Drops,Azithromycin 10mg,Drops,434.98,238,Sharma Medical,True
Vitamin D3 250mg Capsule,Vitamin D3 250mg,Capsule,198.61,231,Sharma Medical,False
Methylcobalamin 40mg Injection,Methylcobalamin 40mg,Injection,336.45,186,Apollo Pharmacy,False
Levocetirizine 200mg Ointment,Levocetirizine 200mg,Ointment,68.16,55,Guardian Pharmacy,False
Aceclofenac 250mg Tablet,Aceclofenac 250mg,Tablet,169.84,140,Wellness Forever,True
Levocetirizine 40mg Ointment,Levocetirizine 40mg,Ointment,486.92,9,Wellness Forever,False
Vitamin D3 10mg Gel,Vitamin D3 10mg,Gel,162.7,133,Wellness Forever,False
Ibuprofen 40mg Cream,Ibuprofen 40mg,Cream,580.08,213,Apollo Pharmacy,False
Losartan 5mg Cream,Losartan 5mg,Cream,108.79,234,Netmeds,True
Metformin 40mg Capsule,Metformin 40mg,Capsule,344.22,178,Guardian Pharmacy,True
Atorvastatin 5mg Drops,Atorvastatin 5mg,Drops,377.51,114,Wellness Forever,True
Ofloxacin 100mg Gel,Ofloxacin 100mg,Gel,357.95,57,Sharma Medical,True
Metformin 650mg Injection,Metformin 650mg,Injection,209.14,185,Guardian Pharmacy,True
Metformin 650mg Drops,Metformin 650mg,Drops,430.68,149,MedPlus,True
Levocetirizine 200mg Capsule,Levocetirizine 200mg,Capsule,352.03,189,Apollo Pharmacy,False
Telmisartan 650mg Gel,Telmisartan 650mg,Gel,475.88,200,Wellness Forever,True
Diclofenac 10mg Drops,Diclofenac 10mg,Drops,294.64,244,Sharma Medical,True
Pantoprazole 5mg Syrup,Pantoprazole 5mg,Syrup,80.12,52,Apollo Pharmacy,False
Ofloxacin 5mg Cream,Ofloxacin 5mg,Cream,392.48,64,Sharma Medical,True
Paracetamol 500mg Gel,Paracetamol 500mg,Gel,451.03,127,MedPlus,False
Rabeprazole 20mg Ointment,Rabeprazole 20mg,Ointment,129.38,104,Netmeds,False
Tramadol 650mg Syrup,Tramadol 650mg,Syrup,135.3,13,Netmeds,True
Paracetamol 40mg Cream,Paracetamol 40mg,Cream,153.99,176,MedPlus,False
Amlodipine 650mg Capsule,Amlodipine 650mg,Capsule,603.49,117,Guardian Pharmacy,True
Tramadol 100mg Gel,Tramadol 100mg,Gel,578.28,114,Netmeds,True
Ibuprofen 20mg Drops,Ibuprofen 20mg,Drops,263.47,245,Sharma Medical,False
Cefixime 200mg Tablet,Cefixime 200mg,Tablet,81.74,121,Apollo Pharmacy,True
Atorvastatin 250mg Drops,Atorvastatin 250mg,Drops,367.81,137,Sharma Medical,True
Ibuprofen 10mg Injection,Ibuprofen 10mg,Injection,292.44,231,Wellness Forever,False
Cetirizine 650mg Ointment,Cetirizine 650mg,Ointment,281.53,161,Apollo Pharmacy,False
Rabeprazole 100mg Syrup,Rabeprazole 100mg,Syrup,541.47,120,Apollo Pharmacy,False
Rabeprazole 650mg Capsule,Rabeprazole 650mg,Capsule,508.83,245,Sharma Medical,False
